-73.0736456512, 51.9048211105, 0.0000000000
-73.0736456512, 51.9048211105, 0.0000000000
-73.0076342187, 52.0360590506, 0.0000000000
-73.0076342187, 52.0360590506, 0.0000000000
-72.9062731861, 52.2339624357, 0.0000000000
-72.9062731861, 52.2339624357, 0.0000000000
-72.8013590260, 52.4343507366, 0.0000000000
-72.8013590260, 52.4343507366, 0.0000000000
-72.6927360713, 52.6372321606, 0.0000000000
-72.6927360713, 52.6372321606, 0.0000000000
-72.4298315039, 53.1099848955, 0.0000000000
-72.4298315039, 53.1099848955, 0.0000000000
-72.3793598342, 53.1979174520, 0.0000000000
-72.3793598342, 53.1979174520, 0.0000000000
-72.2968238324, 53.3398336537, 0.0000000000
-72.2968238324, 53.3398336537, 0.0000000000
-72.2844534284, 53.3609058990, 0.0000000000
-72.2844534284, 53.3609058990, 0.0000000000
-72.3140024339, 53.3104858940, 0.0000000000
-72.3140024339, 53.3104858940, 0.0000000000
-72.2298616823, 53.4532924458, 0.0000000000
-72.2298616823, 53.4532924458, 0.0000000000
-72.2591078975, 53.4039212425, 0.0000000000
-72.2591078975, 53.4039212425, 0.0000000000
-72.0450589102, 53.7588674997, 0.0000000000
-72.0450589102, 53.7588674997, 0.0000000000
-72.0839873483, 53.6954011644, 0.0000000000
-72.0839873483, 53.6954011644, 0.0000000000
-71.7990479654, 54.1492410040, 0.0000000000
-71.7990479654, 54.1492410040, 0.0000000000
-71.6659660372, 54.3529909373, 0.0000000000
-71.6659660372, 54.3529909373, 0.0000000000
-71.4448373409, 54.6805782458, 0.0000000000
-71.4448373409, 54.6805782458, 0.0000000000
-71.1487886194, 55.0987775745, 0.0000000000
-71.1487886194, 55.0987775745, 0.0000000000
-70.9648458806, 55.3474476317, 0.0000000000
-70.9648458806, 55.3474476317, 0.0000000000
-70.8265932097, 55.5289457701, 0.0000000000
-70.8265932097, 55.5289457701, 0.0000000000
-70.5379404260, 55.8934955978, 0.0000000000
-70.5379404260, 55.8934955978, 0.0000000000
-70.3397257060, 56.1329551344, 0.0000000000
-70.3397257060, 56.1329551344, 0.0000000000
-69.9423336029, 56.5875769180, 0.0000000000
-69.9423336029, 56.5875769180, 0.0000000000
-69.5043588103, 57.0510884492, 0.0000000000
-69.5043588103, 57.0510884492, 0.0000000000
-69.1847363641, 57.3656114598, 0.0000000000
-69.1847363641, 57.3656114598, 0.0000000000
-68.8387274777, 57.6843216568, 0.0000000000
-68.8387274777, 57.6843216568, 0.0000000000
-68.4698430628, 57.9998267645, 0.0000000000
-68.4698430628, 57.9998267645, 0.0000000000
-68.1745579912, 58.2346915794, 0.0000000000
-68.1745579912, 58.2346915794, 0.0000000000
-67.7598722901, 58.5383592287, 0.0000000000
-67.7598722901, 58.5383592287, 0.0000000000
-66.0160472592, 59.4815313742, 0.0000000000
-66.0160472592, 59.4815313742, 0.0000000000
-64.1045361648, 59.8378031960, 0.0000000000
-64.1045361648, 59.8378031960, 0.0000000000
-62.2972626472, 59.2536368272, 0.0000000000
-62.2972626472, 59.2536368272, 0.0000000000
-61.0237373487, 57.7442155098, 0.0000000000
-61.0237373487, 57.7442155098, 0.0000000000
-60.3455494762, 55.7884653746, 0.0000000000
-60.3455494762, 55.7884653746, 0.0000000000
-60.1457596736, 54.6035247160, 0.0000000000
-60.1457596736, 54.6035247160, 0.0000000000
-60.0635679693, 53.7741708549, 0.0000000000
-60.0635679693, 53.7741708549, 0.0000000000
-60.0027026036, 52.3580310931, 0.0000000000
-60.0027026036, 52.3580310931, 0.0000000000
-60.0024315270, 51.5738958245, 0.0000000000
-60.0024315270, 51.5738958245, 0.0000000000
-60.0080948824, 51.2455700959, 0.0000000000
